_______June_2021_____________ L-OTI(^S^o^N^C) Anomaly vs 1951-1980              
   i   j     lon     lat    array(i,j)
  50  20  -81.00  -51.00        0.1192
  51  20  -79.00  -51.00        0.0827
  52  20  -77.00  -51.00        0.2194
  53  20  -75.00  -51.00        0.6293
  54  20  -73.00  -51.00        0.6293
  55  20  -71.00  -51.00        0.6946
  56  20  -69.00  -51.00        0.6946
  57  20  -67.00  -51.00        0.4389
  58  20  -65.00  -51.00        0.3536
  59  20  -63.00  -51.00        0.5062
  60  20  -61.00  -51.00        0.6588
  61  20  -59.00  -51.00        0.7100
  62  20  -57.00  -51.00        0.8637
  63  20  -55.00  -51.00        0.8637
  64  20  -53.00  -51.00        1.0818
  65  20  -51.00  -51.00        1.0818
  66  20  -49.00  -51.00        1.1777
  67  20  -47.00  -51.00        1.2097
  68  20  -45.00  -51.00        1.1825
  69  20  -43.00  -51.00        1.1552
  70  20  -41.00  -51.00        1.0649
  71  20  -39.00  -51.00        0.7937
  72  20  -37.00  -51.00        0.7937
  73  20  -35.00  -51.00        0.5239
  74  20  -33.00  -51.00        0.5239
  75  20  -31.00  -51.00        0.4356
  76  20  -29.00  -51.00        0.4062
  77  20  -27.00  -51.00        0.3702
  78  20  -25.00  -51.00        0.3343
  79  20  -23.00  -51.00        0.3244
  80  20  -21.00  -51.00        0.2947
  81  20  -19.00  -51.00        0.2947
  82  20  -17.00  -51.00        0.1824
  83  20  -15.00  -51.00        0.1824
  84  20  -13.00  -51.00        0.1205
  85  20  -11.00  -51.00        0.0999
  86  20   -9.00  -51.00        0.0965
  87  20   -7.00  -51.00        0.0932
  88  20   -5.00  -51.00        0.0860
  89  20   -3.00  -51.00        0.0646
  90  20   -1.00  -51.00        0.0646
  91  20    1.00  -51.00        0.0570
  92  20    3.00  -51.00        0.0570
  93  20    5.00  -51.00        0.0719
  94  20    7.00  -51.00        0.0768
  95  20    9.00  -51.00        0.0908
  96  20   11.00  -51.00        0.1047
  97  20   13.00  -51.00        0.1068
  98  20   15.00  -51.00        0.1129
  99  20   17.00  -51.00        0.1129
 100  20   19.00  -51.00        0.0636
 101  20   21.00  -51.00        0.0636
 102  20   23.00  -51.00        0.0398
 103  20   25.00  -51.00        0.0319
 104  20   27.00  -51.00        0.0070
 105  20   29.00  -51.00       -0.0178
 106  20   31.00  -51.00       -0.0174
 107  20   33.00  -51.00       -0.0162
 108  20   35.00  -51.00       -0.0162
 109  20   37.00  -51.00       -0.1136
 110  20   39.00  -51.00       -0.1136
 111  20   41.00  -51.00       -0.0935
 112  20   43.00  -51.00       -0.0868
 113  20   45.00  -51.00       -0.0579
 114  20   47.00  -51.00       -0.0290
 115  20   49.00  -51.00       -0.0102
 116  20   51.00  -51.00        0.0463
 117  20   53.00  -51.00        0.0463
 118  20   55.00  -51.00        0.1251
 119  20   57.00  -51.00        0.1251
 120  20   59.00  -51.00        0.1636
 121  20   61.00  -51.00        0.1765
 122  20   63.00  -51.00        0.2226
 123  20   65.00  -51.00        0.2687
 124  20   67.00  -51.00        0.2904
 125  20   69.00  -51.00        0.3555
 126  20   71.00  -51.00        0.3555
 127  20   73.00  -51.00        0.3633
 128  20   75.00  -51.00        0.3633
 129  20   77.00  -51.00        0.3511
 130  20   79.00  -51.00        0.3471
 131  20   81.00  -51.00        0.3870
 132  20   83.00  -51.00        0.4269
 133  20   85.00  -51.00        0.4469
 134  20   87.00  -51.00        0.5072
 135  20   89.00  -51.00        0.5072
 136  20   91.00  -51.00        0.5392
 137  20   93.00  -51.00        0.5392
 138  20   95.00  -51.00        0.5700
 139  20   97.00  -51.00        0.5802
 140  20   99.00  -51.00        0.5468
 141  20  101.00  -51.00        0.5134
 142  20  103.00  -51.00        0.4855
 143  20  105.00  -51.00        0.4020
 144  20  107.00  -51.00        0.4020
 145  20  109.00  -51.00        0.3529
 146  20  111.00  -51.00        0.3529
 147  20  113.00  -51.00        0.3193
 148  20  115.00  -51.00        0.3082
 149  20  117.00  -51.00        0.3054
 150  20  119.00  -51.00        0.3026
 151  20  121.00  -51.00        0.2966
 152  20  123.00  -51.00        0.2786
 153  20  125.00  -51.00        0.2786
 154  20  127.00  -51.00        0.2527
 155  20  129.00  -51.00        0.2527
 156  20  131.00  -51.00        0.2473
 157  20  133.00  -51.00        0.2455
 158  20  135.00  -51.00        0.2575
 159  20  137.00  -51.00        0.2695
 160  20  139.00  -51.00        0.2782
 161  20  141.00  -51.00        0.3044
 162  20  143.00  -51.00        0.3044
 163  20  145.00  -51.00        0.3745
 164  20  147.00  -51.00        0.3745
 165  20  149.00  -51.00        0.4212
 166  20  151.00  -51.00        0.4368
 167  20  153.00  -51.00        0.4831
 168  20  155.00  -51.00        0.5294
 169  20  157.00  -51.00        0.5517
 170  20  159.00  -51.00        0.6188
 171  20  161.00  -51.00        0.6188
 172  20  163.00  -51.00        0.6572
 173  20  165.00  -51.00        0.6572
 174  20  167.00  -51.00        0.9028
 175  20  169.00  -51.00        0.9847
 176  20  171.00  -51.00        0.7877
 177  20  173.00  -51.00        0.5907
 178  20  175.00  -51.00        0.5935
 179  20  177.00  -51.00        0.6016
 180  20  179.00  -51.00        0.6016
   1  21 -179.00  -49.00        0.7228
   2  21 -177.00  -49.00        0.7228
   3  21 -175.00  -49.00        0.7699
   4  21 -173.00  -49.00        0.7855
   5  21 -171.00  -49.00        0.7712
   6  21 -169.00  -49.00        0.7568
   7  21 -167.00  -49.00        0.7404
   8  21 -165.00  -49.00        0.6910
   9  21 -163.00  -49.00        0.6910
  10  21 -161.00  -49.00        0.6088
  11  21 -159.00  -49.00        0.6088
  12  21 -157.00  -49.00        0.5310
  13  21 -155.00  -49.00        0.5051
  14  21 -153.00  -49.00        0.4399
  15  21 -151.00  -49.00        0.3747
  16  21 -149.00  -49.00        0.3486
  17  21 -147.00  -49.00        0.2704
  18  21 -145.00  -49.00        0.2704
  19  21 -143.00  -49.00        0.1564
  20  21 -141.00  -49.00        0.1564
  21  21 -139.00  -49.00        0.0398
  22  21 -137.00  -49.00        0.0009
  23  21 -135.00  -49.00       -0.0955
  24  21 -133.00  -49.00       -0.1919
  25  21 -131.00  -49.00       -0.2190
  26  21 -129.00  -49.00       -0.3003
  27  21 -127.00  -49.00       -0.3003
  28  21 -125.00  -49.00       -0.3597
  29  21 -123.00  -49.00       -0.3597
  30  21 -121.00  -49.00       -0.3651
  31  21 -119.00  -49.00       -0.3669
  32  21 -117.00  -49.00       -0.2836
  33  21 -115.00  -49.00       -0.2002
  34  21 -113.00  -49.00       -0.1593
  35  21 -111.00  -49.00       -0.0364
  36  21 -109.00  -49.00       -0.0364
  37  21 -107.00  -49.00        0.0470
  38  21 -105.00  -49.00        0.0470
  39  21 -103.00  -49.00        0.1334
  40  21 -101.00  -49.00        0.1622
  41  21  -99.00  -49.00        0.2217
  42  21  -97.00  -49.00        0.2812
  43  21  -95.00  -49.00        0.2824
  44  21  -93.00  -49.00        0.2861
  45  21  -91.00  -49.00        0.2861
  46  21  -89.00  -49.00        0.2095
  47  21  -87.00  -49.00        0.2095
  48  21  -85.00  -49.00        0.2241
  49  21  -83.00  -49.00        0.2290
  50  21  -81.00  -49.00        0.2015
  51  21  -79.00  -49.00        0.1740
  52  21  -77.00  -49.00        0.1982
  53  21  -75.00  -49.00        0.2710
  54  21  -73.00  -49.00        0.2710
  55  21  -71.00  -49.00        0.6942
  56  21  -69.00  -49.00        0.6942
  57  21  -67.00  -49.00        0.5556
  58  21  -65.00  -49.00        0.5094
  59  21  -63.00  -49.00        0.6973
  60  21  -61.00  -49.00        0.8853
  61  21  -59.00  -49.00        0.9749
  62  21  -57.00  -49.00        1.2436
  63  21  -55.00  -49.00        1.2436
  64  21  -53.00  -49.00        1.5427
  65  21  -51.00  -49.00        1.5427
  66  21  -49.00  -49.00        1.5445
  67  21  -47.00  -49.00        1.5451
  68  21  -45.00  -49.00        1.4719
  69  21  -43.00  -49.00        1.3988
  70  21  -41.00  -49.00        1.3049
  71  21  -39.00  -49.00        1.0235
  72  21  -37.00  -49.00        1.0235
  73  21  -35.00  -49.00        0.7599
  74  21  -33.00  -49.00        0.7599
  75  21  -31.00  -49.00        0.6403
  76  21  -29.00  -49.00        0.6004
  77  21  -27.00  -49.00        0.5299
  78  21  -25.00  -49.00        0.4594
  79  21  -23.00  -49.00        0.4484
  80  21  -21.00  -49.00        0.4153
  81  21  -19.00  -49.00        0.4153
  82  21  -17.00  -49.00        0.2746
  83  21  -15.00  -49.00        0.2746
  84  21  -13.00  -49.00        0.1925
  85  21  -11.00  -49.00        0.1651
  86  21   -9.00  -49.00        0.1544
  87  21   -7.00  -49.00        0.1436
  88  21   -5.00  -49.00        0.1405
  89  21   -3.00  -49.00        0.1312
  90  21   -1.00  -49.00        0.1312
  91  21    1.00  -49.00        0.1093
  92  21    3.00  -49.00        0.1093
  93  21    5.00  -49.00        0.0957
  94  21    7.00  -49.00        0.0912
  95  21    9.00  -49.00        0.1015
  96  21   11.00  -49.00        0.1118
  97  21   13.00  -49.00        0.0964
  98  21   15.00  -49.00        0.0502
  99  21   17.00  -49.00        0.0502
 100  21   19.00  -49.00       -0.0727
 101  21   21.00  -49.00       -0.0727
 102  21   23.00  -49.00       -0.1078
 103  21   25.00  -49.00       -0.1195
 104  21   27.00  -49.00       -0.0993
 105  21   29.00  -49.00       -0.0791
 106  21   31.00  -49.00       -0.0665
 107  21   33.00  -49.00       -0.0287
 108  21   35.00  -49.00       -0.0287
 109  21   37.00  -49.00       -0.1438
 110  21   39.00  -49.00       -0.1438
 111  21   41.00  -49.00       -0.1365
 112  21   43.00  -49.00       -0.1341
 113  21   45.00  -49.00       -0.0910
 114  21   47.00  -49.00       -0.0479
 115  21   49.00  -49.00       -0.0198
 116  21   51.00  -49.00        0.0648
 117  21   53.00  -49.00        0.0648
 118  21   55.00  -49.00        0.1504
 119  21   57.00  -49.00        0.1504
 120  21   59.00  -49.00        0.1410
 121  21   61.00  -49.00        0.1379
 122  21   63.00  -49.00        0.1760
 123  21   65.00  -49.00        0.2140
 124  21   67.00  -49.00        0.4582
 125  21   69.00  -49.00        1.1907
 126  21   71.00  -49.00        1.1907
 127  21   73.00  -49.00        0.3946
 128  21   75.00  -49.00        0.3946
 129  21   77.00  -49.00        0.3968
 130  21   79.00  -49.00        0.3976
 131  21   81.00  -49.00        0.4574
 132  21   83.00  -49.00        0.5172
 133  21   85.00  -49.00        0.5379
 134  21   87.00  -49.00        0.6000
 135  21   89.00  -49.00        0.6000
 136  21   91.00  -49.00        0.6029
 137  21   93.00  -49.00        0.6029
 138  21   95.00  -49.00        0.6229
 139  21   97.00  -49.00        0.6296
 140  21   99.00  -49.00        0.5973
 141  21  101.00  -49.00        0.5651
 142  21  103.00  -49.00        0.5266
 143  21  105.00  -49.00        0.4111
 144  21  107.00  -49.00        0.4111
 145  21  109.00  -49.00        0.3582
 146  21  111.00  -49.00        0.3582
 147  21  113.00  -49.00        0.3375
 148  21  115.00  -49.00        0.3306
 149  21  117.00  -49.00        0.3253
 150  21  119.00  -49.00        0.3201
 151  21  121.00  -49.00        0.3063
 152  21  123.00  -49.00        0.2649
 153  21  125.00  -49.00        0.2649
 154  21  127.00  -49.00        0.2313
 155  21  129.00  -49.00        0.2313
 156  21  131.00  -49.00        0.2646
 157  21  133.00  -49.00        0.2756
 158  21  135.00  -49.00        0.3292
 159  21  137.00  -49.00        0.3828
 160  21  139.00  -49.00        0.4089
 161  21  141.00  -49.00        0.4872
 162  21  143.00  -49.00        0.4872
 163  21  145.00  -49.00        0.5591
 164  21  147.00  -49.00        0.5591
 165  21  149.00  -49.00        0.5875
 166  21  151.00  -49.00        0.5970
 167  21  153.00  -49.00        0.6295
 168  21  155.00  -49.00        0.6621
 169  21  157.00  -49.00        0.6839
 170  21  159.00  -49.00        0.7494
 171  21  161.00  -49.00        0.7494
 172  21  163.00  -49.00        0.7835
 173  21  165.00  -49.00        0.7835
 174  21  167.00  -49.00        0.7386
 175  21  169.00  -49.00        0.7237
 176  21  171.00  -49.00        0.6985
 177  21  173.00  -49.00        0.6733
 178  21  175.00  -49.00        0.6765
 179  21  177.00  -49.00        0.6861
 180  21  179.00  -49.00        0.6861
   1  22 -179.00  -47.00        0.8020
   2  22 -177.00  -47.00        0.8020
   3  22 -175.00  -47.00        0.8595
   4  22 -173.00  -47.00        0.8786
   5  22 -171.00  -47.00        0.8881
   6  22 -169.00  -47.00        0.8976
   7  22 -167.00  -47.00        0.8940
   8  22 -165.00  -47.00        0.8832
   9  22 -163.00  -47.00        0.8832
  10  22 -161.00  -47.00        0.8084
  11  22 -159.00  -47.00        0.8084
  12  22 -157.00  -47.00        0.7180
  13  22 -155.00  -47.00        0.6879
  14  22 -153.00  -47.00        0.6124
  15  22 -151.00  -47.00        0.5369
  16  22 -149.00  -47.00        0.5099
  17  22 -147.00  -47.00        0.4288
  18  22 -145.00  -47.00        0.4288
  19  22 -143.00  -47.00        0.2899
  20  22 -141.00  -47.00        0.2899
  21  22 -139.00  -47.00        0.1467
  22  22 -137.00  -47.00        0.0989
  23  22 -135.00  -47.00       -0.0061
  24  22 -133.00  -47.00       -0.1110
  25  22 -131.00  -47.00       -0.1427
  26  22 -129.00  -47.00       -0.2376
  27  22 -127.00  -47.00       -0.2376
  28  22 -125.00  -47.00       -0.2990
  29  22 -123.00  -47.00       -0.2990
  30  22 -121.00  -47.00       -0.2665
  31  22 -119.00  -47.00       -0.2556
  32  22 -117.00  -47.00       -0.1739
  33  22 -115.00  -47.00       -0.0921
  34  22 -113.00  -47.00       -0.0600
  35  22 -111.00  -47.00        0.0364
  36  22 -109.00  -47.00        0.0364
  37  22 -107.00  -47.00        0.0959
  38  22 -105.00  -47.00        0.0959
  39  22 -103.00  -47.00        0.1949
  40  22 -101.00  -47.00        0.2279
  41  22  -99.00  -47.00        0.2848
  42  22  -97.00  -47.00        0.3417
  43  22  -95.00  -47.00        0.3416
  44  22  -93.00  -47.00        0.3414
  45  22  -91.00  -47.00        0.3414
  46  22  -89.00  -47.00        0.2635
  47  22  -87.00  -47.00        0.2635
  48  22  -85.00  -47.00        0.3007
  49  22  -83.00  -47.00        0.3131
  50  22  -81.00  -47.00        0.2905
  51  22  -79.00  -47.00        0.2678
  52  22  -77.00  -47.00        0.2528
  53  22  -75.00  -47.00        0.2079
  54  22  -73.00  -47.00        0.2079
  55  22  -71.00  -47.00        0.6881
  56  22  -69.00  -47.00        0.6881
  57  22  -67.00  -47.00        0.6463
  58  22  -65.00  -47.00        0.6323
  59  22  -63.00  -47.00        0.8567
  60  22  -61.00  -47.00        1.0811
  61  22  -59.00  -47.00        1.2211
  62  22  -57.00  -47.00        1.6409
  63  22  -55.00  -47.00        1.6409
  64  22  -53.00  -47.00        1.9642
  65  22  -51.00  -47.00        1.9642
  66  22  -49.00  -47.00        1.8402
  67  22  -47.00  -47.00        1.7988
  68  22  -45.00  -47.00        1.6897
  69  22  -43.00  -47.00        1.5806
  70  22  -41.00  -47.00        1.4888
  71  22  -39.00  -47.00        1.2135
  72  22  -37.00  -47.00        1.2135
  73  22  -35.00  -47.00        0.9916
  74  22  -33.00  -47.00        0.9916
  75  22  -31.00  -47.00        0.8576
  76  22  -29.00  -47.00        0.8129
  77  22  -27.00  -47.00        0.7217
  78  22  -25.00  -47.00        0.6305
  79  22  -23.00  -47.00        0.6141
  80  22  -21.00  -47.00        0.5649
  81  22  -19.00  -47.00        0.5649
  82  22  -17.00  -47.00        0.4223
  83  22  -15.00  -47.00        0.4223
  84  22  -13.00  -47.00        0.3258
  85  22  -11.00  -47.00        0.2936
  86  22   -9.00  -47.00        0.2743
  87  22   -7.00  -47.00        0.2549
  88  22   -5.00  -47.00        0.2458
  89  22   -3.00  -47.00        0.2186
  90  22   -1.00  -47.00        0.2186
  91  22    1.00  -47.00        0.1615
  92  22    3.00  -47.00        0.1615
  93  22    5.00  -47.00        0.1596
  94  22    7.00  -47.00        0.1590
  95  22    9.00  -47.00        0.1839
  96  22   11.00  -47.00        0.2088
  97  22   13.00  -47.00        0.1811
  98  22   15.00  -47.00        0.0981
  99  22   17.00  -47.00        0.0981
 100  22   19.00  -47.00       -0.0726
 101  22   21.00  -47.00       -0.0726
 102  22   23.00  -47.00       -0.1244
 103  22   25.00  -47.00       -0.1417
 104  22   27.00  -47.00       -0.0800
 105  22   29.00  -47.00       -0.0182
 106  22   31.00  -47.00        0.0096
 107  22   33.00  -47.00        0.0930
 108  22   35.00  -47.00        0.0930
 109  22   37.00  -47.00        1.2079
 110  22   39.00  -47.00        1.2079
 111  22   41.00  -47.00        0.2283
 112  22   43.00  -47.00       -0.0982
 113  22   45.00  -47.00       -0.0407
 114  22   47.00  -47.00        0.0168
 115  22   49.00  -47.00        0.3357
 116  22   51.00  -47.00        1.2925
 117  22   53.00  -47.00        1.2925
 118  22   55.00  -47.00        0.1958
 119  22   57.00  -47.00        0.1958
 120  22   59.00  -47.00        0.1374
 121  22   61.00  -47.00        0.1179
 122  22   63.00  -47.00        0.1370
 123  22   65.00  -47.00        0.1560
 124  22   67.00  -47.00        0.2332
 125  22   69.00  -47.00        0.4651
 126  22   71.00  -47.00        0.4651
 127  22   73.00  -47.00        0.4368
 128  22   75.00  -47.00        0.4368
 129  22   77.00  -47.00        0.4786
 130  22   79.00  -47.00        0.4926
 131  22   81.00  -47.00        0.5619
 132  22   83.00  -47.00        0.6312
 133  22   85.00  -47.00        0.6495
 134  22   87.00  -47.00        0.7047
 135  22   89.00  -47.00        0.7047
 136  22   91.00  -47.00        0.6743
 137  22   93.00  -47.00        0.6743
 138  22   95.00  -47.00        0.6803
 139  22   97.00  -47.00        0.6823
 140  22   99.00  -47.00        0.6528
 141  22  101.00  -47.00        0.6232
 142  22  103.00  -47.00        0.5784
 143  22  105.00  -47.00        0.4439
 144  22  107.00  -47.00        0.4439
 145  22  109.00  -47.00        0.3844
 146  22  111.00  -47.00        0.3844
 147  22  113.00  -47.00        0.3609
 148  22  115.00  -47.00        0.3530
 149  22  117.00  -47.00        0.3398
 150  22  119.00  -47.00        0.3265
 151  22  121.00  -47.00        0.3092
 152  22  123.00  -47.00        0.2572
 153  22  125.00  -47.00        0.2572
 154  22  127.00  -47.00        0.2161
 155  22  129.00  -47.00        0.2161
 156  22  131.00  -47.00        0.2692
 157  22  133.00  -47.00        0.2869
 158  22  135.00  -47.00        0.3674
 159  22  137.00  -47.00        0.4479
 160  22  139.00  -47.00        0.4852
 161  22  141.00  -47.00        0.5968
 162  22  143.00  -47.00        0.5968
 163  22  145.00  -47.00        0.6764
 164  22  147.00  -47.00        0.6764
 165  22  149.00  -47.00        0.6930
 166  22  151.00  -47.00        0.6985
 167  22  153.00  -47.00        0.7197
 168  22  155.00  -47.00        0.7408
 169  22  157.00  -47.00        0.7605
 170  22  159.00  -47.00        0.8196
 171  22  161.00  -47.00        0.8196
 172  22  163.00  -47.00        0.8514
 173  22  165.00  -47.00        0.8514
 174  22  167.00  -47.00        1.5024
 175  22  169.00  -47.00        1.7194
 176  22  171.00  -47.00        1.2210
 177  22  173.00  -47.00        0.7227
 178  22  175.00  -47.00        0.7257
 179  22  177.00  -47.00        0.7349
 180  22  179.00  -47.00        0.7349
   1  23 -179.00  -45.00        0.8393
   2  23 -177.00  -45.00        0.8518
   3  23 -175.00  -45.00        0.9071
   4  23 -173.00  -45.00        0.9314
   5  23 -171.00  -45.00        0.9642
   6  23 -169.00  -45.00        0.9969
   7  23 -167.00  -45.00        1.0271
   8  23 -165.00  -45.00        1.0562
   9  23 -163.00  -45.00        1.0637
  10  23 -161.00  -45.00        1.0291
  11  23 -159.00  -45.00        1.0253
  12  23 -157.00  -45.00        0.9617
  13  23 -155.00  -45.00        0.9247
  14  23 -153.00  -45.00        0.8571
  15  23 -151.00  -45.00        0.7894
  16  23 -149.00  -45.00        0.7506
  17  23 -147.00  -45.00        0.6718
  18  23 -145.00  -45.00        0.6555
  19  23 -143.00  -45.00        0.5124
  20  23 -141.00  -45.00        0.4917
  21  23 -139.00  -45.00        0.3588
  22  23 -137.00  -45.00        0.2772
  23  23 -135.00  -45.00        0.1675
  24  23 -133.00  -45.00        0.0578
  25  23 -131.00  -45.00       -0.0021
  26  23 -129.00  -45.00       -0.0946
  27  23 -127.00  -45.00       -0.1114
  28  23 -125.00  -45.00       -0.1772
  29  23 -123.00  -45.00       -0.1727
  30  23 -121.00  -45.00       -0.1248
  31  23 -119.00  -45.00       -0.0912
  32  23 -117.00  -45.00       -0.0308
  33  23 -115.00  -45.00        0.0295
  34  23 -113.00  -45.00        0.0673
  35  23 -111.00  -45.00        0.1381
  36  23 -109.00  -45.00        0.1510
  37  23 -107.00  -45.00        0.2123
  38  23 -105.00  -45.00        0.2175
  39  23 -103.00  -45.00        0.2901
  40  23 -101.00  -45.00        0.3343
  41  23  -99.00  -45.00        0.3856
  42  23  -97.00  -45.00        0.4369
  43  23  -95.00  -45.00        0.4420
  44  23  -93.00  -45.00        0.4349
  45  23  -91.00  -45.00        0.4300
  46  23  -89.00  -45.00        0.3515
  47  23  -87.00  -45.00        0.3662
  48  23  -85.00  -45.00        0.4229
  49  23  -83.00  -45.00        0.4645
  50  23  -81.00  -45.00        0.4381
  51  23  -79.00  -45.00        0.4117
  52  23  -77.00  -45.00        0.3670
  53  23  -75.00  -45.00        0.3127
  54  23  -73.00  -45.00        0.2978
  55  23  -71.00  -45.00        0.6832
  56  23  -69.00  -45.00        0.6838
  57  23  -67.00  -45.00        0.6880
  58  23  -65.00  -45.00        0.6898
  59  23  -63.00  -45.00        0.9276
  60  23  -61.00  -45.00        1.1653
  61  23  -59.00  -45.00        1.4169
  62  23  -57.00  -45.00        1.8587
  63  23  -55.00  -45.00        1.9277
  64  23  -53.00  -45.00        2.1741
  65  23  -51.00  -45.00        2.1522
  66  23  -49.00  -45.00        1.9764
  67  23  -47.00  -45.00        1.8635
  68  23  -45.00  -45.00        1.7624
  69  23  -43.00  -45.00        1.6612
  70  23  -41.00  -45.00        1.5767
  71  23  -39.00  -45.00        1.3726
  72  23  -37.00  -45.00        1.3396
  73  23  -35.00  -45.00        1.1697
  74  23  -33.00  -45.00        1.1535
  75  23  -31.00  -45.00        1.0438
  76  23  -29.00  -45.00        0.9803
  77  23  -27.00  -45.00        0.8978
  78  23  -25.00  -45.00        0.8153
  79  23  -23.00  -45.00        0.7712
  80  23  -21.00  -45.00        0.6999
  81  23  -19.00  -45.00        0.6856
  82  23  -17.00  -45.00        0.5829
  83  23  -15.00  -45.00        0.5760
  84  23  -13.00  -45.00        0.5086
  85  23  -11.00  -45.00        0.4783
  86  23   -9.00  -45.00        0.4566
  87  23   -7.00  -45.00        0.4349
  88  23   -5.00  -45.00        0.4081
  89  23   -3.00  -45.00        0.3487
  90  23   -1.00  -45.00        0.3318
  91  23    1.00  -45.00        0.2416
  92  23    3.00  -45.00        0.2451
  93  23    5.00  -45.00        0.2686
  94  23    7.00  -45.00        0.3075
  95  23    9.00  -45.00        0.3715
  96  23   11.00  -45.00        0.4354
  97  23   13.00  -45.00        0.4298
  98  23   15.00  -45.00        0.3454
  99  23   17.00  -45.00        0.3206
 100  23   19.00  -45.00        0.1216
 101  23   21.00  -45.00        0.1012
 102  23   23.00  -45.00        0.0270
 103  23   25.00  -45.00       -0.0109
 104  23   27.00  -45.00        0.0642
 105  23   29.00  -45.00        0.1393
 106  23   31.00  -45.00        0.2060
 107  23   33.00  -45.00        0.2642
 108  23   35.00  -45.00        0.2528
 109  23   37.00  -45.00        0.0831
 110  23   39.00  -45.00        0.0773
 111  23   41.00  -45.00        0.0423
 112  23   43.00  -45.00        0.0529
 113  23   45.00  -45.00        0.1134
 114  23   47.00  -45.00        0.1740
 115  23   49.00  -45.00        0.1742
 116  23   51.00  -45.00        0.1855
 117  23   53.00  -45.00        0.1798
 118  23   55.00  -45.00        0.2459
 119  23   57.00  -45.00        0.2432
 120  23   59.00  -45.00        0.1829
 121  23   61.00  -45.00        0.1390
 122  23   63.00  -45.00        0.1427
 123  23   65.00  -45.00        0.1465
 124  23   67.00  -45.00        0.2033
 125  23   69.00  -45.00        0.3157
 126  23   71.00  -45.00        0.3382
 127  23   73.00  -45.00        0.5318
 128  23   75.00  -45.00        0.5565
 129  23   77.00  -45.00        0.6377
 130  23   79.00  -45.00        0.6707
 131  23   81.00  -45.00        0.7255
 132  23   83.00  -45.00        0.7803
 133  23   85.00  -45.00        0.8130
 134  23   87.00  -45.00        0.8481
 135  23   89.00  -45.00        0.8473
 136  23   91.00  -45.00        0.7975
 137  23   93.00  -45.00        0.7967
 138  23   95.00  -45.00        0.7953
 139  23   97.00  -45.00        0.7889
 140  23   99.00  -45.00        0.7553
 141  23  101.00  -45.00        0.7217
 142  23  103.00  -45.00        0.6574
 143  23  105.00  -45.00        0.5484
 144  23  107.00  -45.00        0.5343
 145  23  109.00  -45.00        0.4698
 146  23  111.00  -45.00        0.4650
 147  23  113.00  -45.00        0.4358
 148  23  115.00  -45.00        0.4189
 149  23  117.00  -45.00        0.3857
 150  23  119.00  -45.00        0.3525
 151  23  121.00  -45.00        0.3168
 152  23  123.00  -45.00        0.2648
 153  23  125.00  -45.00        0.2558
 154  23  127.00  -45.00        0.2196
 155  23  129.00  -45.00        0.2246
 156  23  131.00  -45.00        0.2743
 157  23  133.00  -45.00        0.3149
 158  23  135.00  -45.00        0.4043
 159  23  137.00  -45.00        0.4938
 160  23  139.00  -45.00        0.5597
 161  23  141.00  -45.00        0.6650
 162  23  143.00  -45.00        0.6812
 163  23  145.00  -45.00        0.8491
 164  23  147.00  -45.00        0.8477
 165  23  149.00  -45.00        0.8597
 166  23  151.00  -45.00        0.7754
 167  23  153.00  -45.00        0.7892
 168  23  155.00  -45.00        0.8030
 169  23  157.00  -45.00        0.8176
 170  23  159.00  -45.00        0.8492
 171  23  161.00  -45.00        0.8500
 172  23  163.00  -45.00        0.8627
 173  23  165.00  -45.00        0.8637
 174  23  167.00  -45.00        1.4268
 175  23  169.00  -45.00        1.6145
 176  23  171.00  -45.00        1.3651
 177  23  173.00  -45.00        1.1156
 178  23  175.00  -45.00        0.7442
 179  23  177.00  -45.00        0.7461
 180  23  179.00  -45.00        0.7481
   1  24 -179.00  -43.00        0.8280
   2  24 -177.00  -43.00        0.8707
   3  24 -175.00  -43.00        0.9134
   4  24 -173.00  -43.00        0.9482
   5  24 -171.00  -43.00        0.9859
   6  24 -169.00  -43.00        1.0235
   7  24 -167.00  -43.00        1.1024
   8  24 -165.00  -43.00        1.1284
   9  24 -163.00  -43.00        1.1543
  10  24 -161.00  -43.00        1.1521
  11  24 -159.00  -43.00        1.1397
  12  24 -157.00  -43.00        1.1274
  13  24 -155.00  -43.00        1.0704
  14  24 -153.00  -43.00        1.0289
  15  24 -151.00  -43.00        0.9873
  16  24 -149.00  -43.00        0.9261
  17  24 -147.00  -43.00        0.8705
  18  24 -145.00  -43.00        0.8148
  19  24 -143.00  -43.00        0.7025
  20  24 -141.00  -43.00        0.6321
  21  24 -139.00  -43.00        0.5617
  22  24 -137.00  -43.00        0.4120
  23  24 -135.00  -43.00        0.3157
  24  24 -133.00  -43.00        0.2193
  25  24 -131.00  -43.00        0.1000
  26  24 -129.00  -43.00        0.0428
  27  24 -127.00  -43.00       -0.0144
  28  24 -125.00  -43.00       -0.0672
  29  24 -123.00  -43.00       -0.0522
  30  24 -121.00  -43.00       -0.0373
  31  24 -119.00  -43.00        0.0263
  32  24 -117.00  -43.00        0.0665
  33  24 -115.00  -43.00        0.1066
  34  24 -113.00  -43.00        0.1709
  35  24 -111.00  -43.00        0.2150
  36  24 -109.00  -43.00        0.2591
  37  24 -107.00  -43.00        0.3114
  38  24 -105.00  -43.00        0.3294
  39  24 -103.00  -43.00        0.3475
  40  24 -101.00  -43.00        0.4212
